seasoncollected,yearcollected,waterbody,scientificname,phylum
summer,1992,Mediterranean sea,Bittium reticulatum,Mollusca
summer,1992,Mediterranean sea,Eatonina fulgida,Mollusca
summer,1992,Mediterranean sea,Ocinebrina edwardsii,Mollusca
summer,1992,Mediterranean sea,Gibbula racketti,Mollusca
summer,1992,Mediterranean sea,Osilinus turbinatus,Mollusca
summer,1992,Mediterranean sea,Caecum subannulatum,Mollusca
summer,1992,Mediterranean sea,Raphitoma linearis,Mollusca
summer,1992,Mediterranean sea,Chrysallida obtusa,Mollusca
summer,1992,Mediterranean sea,Odostomella doliolum,Mollusca
summer,1992,Mediterranean sea,Ocinebrina aciculata,Mollusca
summer,1992,Mediterranean sea,Aegires leuckartii,Mollusca
summer,1992,Mediterranean sea,Aplysia parvula,Mollusca
summer,1992,Mediterranean sea,Caecum trachea,Mollusca
summer,1992,Mediterranean sea,Elysia timida,Mollusca
summer,1992,Mediterranean sea,Fissurella nubecula,Mollusca
summer,1992,Mediterranean sea,Alvania discors,Mollusca
summer,1992,Mediterranean sea,Conus mediterraneus,Mollusca
summer,1992,Mediterranean sea,Alvania simulans,Mollusca
summer,1992,Mediterranean sea,Cuthona genovae,Mollusca
summer,1992,Mediterranean sea,Philine catena,Mollusca
summer,1992,Mediterranean sea,Odostomia turrita,Mollusca
summer,1992,Mediterranean sea,Alvania pagodula,Mollusca
summer,1992,Mediterranean sea,Marshallora adversa,Mollusca
summer,1992,Mediterranean sea,Clanculus cruciatus,Mollusca
summer,1992,Mediterranean sea,Mitrella scripta,Mollusca
summer,1992,Mediterranean sea,Mangelia unifasciata,Mollusca
summer,1992,Mediterranean sea,Raphitoma laviae,Mollusca
summer,1992,Mediterranean sea,Elysia viridis,Mollusca
summer,1992,Mediterranean sea,Alvania tenera,Mollusca
summer,1992,Mediterranean sea,Parthenina emaciata,Mollusca
summer,1992,Mediterranean sea,Brachystomia eulimoides,Mollusca
summer,1992,Mediterranean sea,Epitonium clathrus,Mollusca
summer,1992,Mediterranean sea,Jujubinus exasperatus,Mollusca
summer,1992,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
summer,1992,Mediterranean sea,Mangelia vauquelini,Mollusca
summer,1992,Mediterranean sea,Alvania subcrenulata,Mollusca
summer,1992,Mediterranean sea,Crisilla semistriata,Mollusca
summer,1992,Mediterranean sea,Megastomia conoidea,Mollusca
summer,1992,Mediterranean sea,Raphitoma concinna,Mollusca
summer,1992,Mediterranean sea,Parthenina monozona,Mollusca
summer,1992,Mediterranean sea,Caecum antillarum,Mollusca
summer,1992,Mediterranean sea,Metaxia metaxa,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Nassarius corniculum,Mollusca
summer,1992,Mediterranean sea,Alvania lineata,Mollusca
summer,1992,Mediterranean sea,Pusillina philippi,Mollusca
summer,1992,Mediterranean sea,Gibbula turbinoides,Mollusca
summer,1992,Mediterranean sea,Ammonicera fischeriana,Mollusca
summer,1992,Mediterranean sea,Gibberula philippii,Mollusca
summer,1992,Mediterranean sea,Diodora graeca,Mollusca
summer,1992,Mediterranean sea,Bulla striata,Mollusca
summer,1992,Mediterranean sea,Cerithiopsis scalaris,Mollusca
summer,1992,Mediterranean sea,Gibberula miliaria,Mollusca
summer,1992,Mediterranean sea,Coralliophila meyendorffii,Mollusca
summer,1992,Mediterranean sea,Manzonia crassa,Mollusca
summer,1992,Mediterranean sea,Patella ulyssiponensis,Mollusca
summer,1992,Mediterranean sea,Cerithium rupestre,Mollusca
summer,1992,Mediterranean sea,Columbella rustica,Mollusca
summer,1992,Mediterranean sea,Melarhaphe neritoides,Mollusca
summer,1992,Mediterranean sea,Pisinna glabrata,Mollusca
summer,1992,Mediterranean sea,Dendropoma petraeum,Mollusca
summer,1992,Mediterranean sea,Retusa laevisculpta,Mollusca
summer,1992,Mediterranean sea,Monophorus erythrosoma,Mollusca
summer,1992,Mediterranean sea,Monophorus perversus,Mollusca
summer,1992,Mediterranean sea,Ascobulla fragilis,Mollusca
summer,1992,Mediterranean sea,Barleeia unifasciata,Mollusca
summer,1992,Mediterranean sea,Aglaja tricolorata,Mollusca
summer,1992,Mediterranean sea,Nodulus contortus,Mollusca
summer,1992,Mediterranean sea,Mangelia multilineolata,Mollusca
summer,1992,Mediterranean sea,Diodora gibberula,Mollusca
summer,1992,Mediterranean sea,Patella rustica,Mollusca
summer,1992,Mediterranean sea,Alvania cimex,Mollusca
summer,1992,Mediterranean sea,Cerithiopsis minima,Mollusca
summer,1992,Mediterranean sea,Fossarus ambiguus,Mollusca
summer,1992,Mediterranean sea,Monophorus thiriotae,Mollusca
summer,1992,Mediterranean sea,Omalogyra atomus,Mollusca
winter,2000,Mediterranean sea,Acanthochitona fascicularis,Mollusca
winter,2000,Mediterranean sea,Mangelia multilineolata,Mollusca
winter,2000,Mediterranean sea,Diodora gibberula,Mollusca
winter,2000,Mediterranean sea,Lima lima,Mollusca
winter,2000,Mediterranean sea,Lima hians,Mollusca
winter,2000,Mediterranean sea,Alvania cimex,Mollusca
winter,2000,Mediterranean sea,Rissoa guerinii,Mollusca
winter,2000,Mediterranean sea,Clanculus corallinus,Mollusca
winter,2000,Mediterranean sea,Chiton olivaceus,Mollusca
winter,2000,Mediterranean sea,Pollia scacchiana,Mollusca
winter,2000,Mediterranean sea,Bittium nanum,Mollusca
winter,2000,Mediterranean sea,Muricopsis cristata,Mollusca
winter,2000,Mediterranean sea,Mytilus galloprovincialis,Mollusca
winter,2000,Mediterranean sea,Talochlamys multistriata,Mollusca
winter,2000,Mediterranean sea,Rhomboidella prideauxi,Mollusca
winter,2000,Mediterranean sea,Omalogyra simplex,Mollusca
winter,2000,Mediterranean sea,Galeomma turtoni,Mollusca
winter,2000,Mediterranean sea,Callochiton septemvalvis,Mollusca
winter,2000,Mediterranean sea,Cerithium rupestre,Mollusca
winter,2000,Mediterranean sea,Columbella rustica,Mollusca
winter,2000,Mediterranean sea,Rocellaria dubia,Mollusca
winter,2000,Mediterranean sea,Colubraria reticulata,Mollusca
winter,2000,Mediterranean sea,Williamia gussoni,Mollusca
winter,2000,Mediterranean sea,Pusillina inconspicua,Mollusca
winter,2000,Mediterranean sea,Scissurella costata,Mollusca
winter,2000,Mediterranean sea,Odostomia striolata,Mollusca
winter,2000,Mediterranean sea,Monophorus thiriotae,Mollusca
winter,2000,Mediterranean sea,Fusinus rudis,Mollusca
winter,2000,Mediterranean sea,Barbatia barbata,Mollusca
winter,2000,Mediterranean sea,Lepidochitona (Lepidochitona) monterosatoi,Mollusca
winter,2000,Mediterranean sea,Folinella excavata,Mollusca
winter,2000,Mediterranean sea,Mitromorpha crenipicta,Mollusca
winter,2000,Mediterranean sea,Gouldia minima,Mollusca
winter,2000,Mediterranean sea,Papillicardium papillosum,Mollusca
winter,2000,Mediterranean sea,Buccinulum corneum,Mollusca
winter,2000,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
winter,2000,Mediterranean sea,Volvarina mitrella,Mollusca
winter,2000,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,2000,Mediterranean sea,Jujubinus exasperatus,Mollusca
winter,2000,Mediterranean sea,Alvania subcrenulata,Mollusca
winter,2000,Mediterranean sea,Crisilla semistriata,Mollusca
winter,2000,Mediterranean sea,Metaxia metaxa,Mollusca
winter,2000,Mediterranean sea,Modiolarca subpicta,Mollusca
winter,2000,Mediterranean sea,Peltodoris atromaculata,Mollusca
winter,2000,Mediterranean sea,Parthenina monozona,Mollusca
winter,2000,Mediterranean sea,Nassarius incrassatus,Mollusca
winter,2000,Mediterranean sea,Raphitoma concinna,Mollusca
winter,2000,Mediterranean sea,Alvania lineata,Mollusca
winter,2000,Mediterranean sea,Pusillina philippi,Mollusca
winter,2000,Mediterranean sea,Sinezona cingulata,Mollusca
winter,2000,Mediterranean sea,Coralliophaga lithophagella,Mollusca
winter,2000,Mediterranean sea,Similiphora similior,Mollusca
winter,2000,Mediterranean sea,Calliostoma laugieri,Mollusca
winter,2000,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,2000,Mediterranean sea,Lasaea adansoni,Mollusca
winter,2000,Mediterranean sea,Mitromorpha olivoidea,Mollusca
winter,2000,Mediterranean sea,Ammonicera fischeriana,Mollusca
winter,2000,Mediterranean sea,Striarca lactea,Mollusca
winter,2000,Mediterranean sea,Nucula nitidosa,Mollusca
winter,2000,Mediterranean sea,Clathromangelia granum,Mollusca
winter,2000,Mediterranean sea,Musculus costulatus,Mollusca
winter,2000,Mediterranean sea,Emarginula octaviana,Mollusca
winter,2000,Mediterranean sea,Enginella leucozona,Mollusca
winter,2000,Mediterranean sea,Kurtiella bidentata,Mollusca
winter,2000,Mediterranean sea,Luria lurida,Mollusca
winter,2000,Mediterranean sea,Gibberula miliaria,Mollusca
winter,2000,Mediterranean sea,Vitreolina philippi,Mollusca
winter,2000,Mediterranean sea,Emarginula huzardii,Mollusca
winter,2000,Mediterranean sea,Ctena decussata,Mollusca
winter,2000,Mediterranean sea,Modiolus barbatus,Mollusca
winter,2000,Mediterranean sea,Manzonia crassa,Mollusca
winter,2000,Mediterranean sea,Vermetus granulatus,Mollusca
winter,2000,Mediterranean sea,Tricolia pullus,Mollusca
winter,2000,Mediterranean sea,Coralliophila meyendorffii,Mollusca
winter,2000,Mediterranean sea,Modiolula phaseolina,Mollusca
winter,2000,Mediterranean sea,Odostomia turrita,Mollusca
winter,2000,Mediterranean sea,Alvania cancellata,Mollusca
winter,2000,Mediterranean sea,Clanculus cruciatus,Mollusca
winter,2000,Mediterranean sea,Homalopoma sanguineum,Mollusca
winter,2000,Mediterranean sea,Marshallora adversa,Mollusca
winter,2000,Mediterranean sea,Mangelia unifasciata,Mollusca
winter,2000,Mediterranean sea,Capulus ungaricus,Mollusca
winter,2000,Mediterranean sea,Glans trapezia,Mollusca
winter,2000,Mediterranean sea,Alvania pagodula,Mollusca
winter,2000,Mediterranean sea,Pusillina radiata,Mollusca
winter,2000,Mediterranean sea,Jujubinus striatus,Mollusca
winter,2000,Mediterranean sea,Notocochlis dillwynii,Mollusca
winter,2000,Mediterranean sea,Jujubinus gravinae,Mollusca
winter,2000,Mediterranean sea,Irus irus,Mollusca
winter,2000,Mediterranean sea,Alvania discors,Mollusca
winter,2000,Mediterranean sea,Raphitoma bicolor,Mollusca
winter,2000,Mediterranean sea,Aplysia parvula,Mollusca
winter,2000,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,2000,Mediterranean sea,Pleurobranchus membranaceus,Mollusca
winter,2000,Mediterranean sea,Spisula subtruncata,Mollusca
winter,2000,Mediterranean sea,Haliotis tuberculata,Mollusca
winter,2000,Mediterranean sea,Leptochiton scabridus,Mollusca
winter,2000,Mediterranean sea,Hiatella rugosa,Mollusca
winter,2000,Mediterranean sea,Kellia suborbicularis,Mollusca
winter,2000,Mediterranean sea,Cardita calyculata,Mollusca
winter,2000,Mediterranean sea,Thracia distorta,Mollusca
winter,2000,Mediterranean sea,Raphitoma laviae,Mollusca
winter,2000,Mediterranean sea,Calliostoma zizyphinum,Mollusca
winter,2000,Mediterranean sea,Haminoea hydatis,Mollusca
winter,2000,Mediterranean sea,Bittium reticulatum,Mollusca
winter,2000,Mediterranean sea,Dizoniopsis coppolae,Mollusca
winter,2000,Mediterranean sea,Eatonina fulgida,Mollusca
winter,2000,Mediterranean sea,Bittium latreillii,Mollusca
winter,2000,Mediterranean sea,Arca noae,Mollusca
winter,2000,Mediterranean sea,Phyllidia flava,Mollusca
winter,2000,Mediterranean sea,Euparthenia humboldti,Mollusca
winter,2000,Mediterranean sea,Turbonilla sinuosa,Mollusca
winter,2000,Mediterranean sea,Alvania hallgassi,Mollusca
winter,2000,Mediterranean sea,Rissoina bruguieri,Mollusca
winter,2000,Mediterranean sea,Vexillum ebenus,Mollusca
winter,2000,Mediterranean sea,Vexillum ebenus,Mollusca
winter,2000,Mediterranean sea,Ocinebrina edwardsii,Mollusca
winter,2000,Mediterranean sea,Clathrella clathrata,Mollusca
winter,2000,Mediterranean sea,Berthella aurantiaca,Mollusca
winter,2000,Mediterranean sea,Onchidoris neapolitana,Mollusca
winter,2000,Mediterranean sea,Lepidochitona furtiva,Mollusca
winter,2000,Mediterranean sea,Crenella pellucida,Mollusca
winter,2000,Mediterranean sea,Raphitoma leufroyi,Mollusca
winter,2000,Mediterranean sea,Chama gryphoides,Mollusca
winter,2000,Mediterranean sea,Pseudochama gryphina,Mollusca
winter,2000,Mediterranean sea,Ocinebrina aciculata,Mollusca
winter,2000,Mediterranean sea,Lithophaga lithophaga,Mollusca
winter,2000,Mediterranean sea,Chrysallida obtusa,Mollusca
winter,2000,Mediterranean sea,Odostomella doliolum,Mollusca
winter,2000,Mediterranean sea,Vexillum tricolor,Mollusca
winter,2000,Mediterranean sea,Raphitoma linearis,Mollusca
summer,1992,Mediterranean sea,Hadriania craticulata,Mollusca
summer,1992,Mediterranean sea,Monodonta turbinata,Mollusca
summer,1992,Mediterranean sea,Ostrea stentina,Mollusca
summer,1992,Mediterranean sea,Hexaplex trunculus,Mollusca
summer,1992,Mediterranean sea,Jolya martorelli,Mollusca
summer,1992,Mediterranean sea,Jujubinus exasperatus,Mollusca
summer,1992,Mediterranean sea,Buccinulum corneum,Mollusca
summer,1992,Mediterranean sea,Monodonta articulata,Mollusca
summer,1992,Mediterranean sea,Enginella leucozona,Mollusca
summer,1992,Mediterranean sea,Trophonopsis alboranensis,Mollusca
summer,1992,Mediterranean sea,Rissoa lia,Mollusca
summer,1992,Mediterranean sea,Modiolus barbatus,Mollusca
summer,1992,Mediterranean sea,Mytilaster minimus,Mollusca
summer,1992,Mediterranean sea,Pisania striata,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Pollia dorbignyi,Mollusca
summer,1992,Mediterranean sea,Brachidontes pharaonis,Mollusca
summer,1992,Mediterranean sea,Anadara corbuloides,Mollusca
summer,1992,Mediterranean sea,Alvania lineata,Mollusca
summer,1992,Mediterranean sea,Rissoa ventricosa,Mollusca
summer,1992,Mediterranean sea,Clanculus jussieui,Mollusca
summer,1992,Mediterranean sea,Muricopsis cristata,Mollusca
summer,1992,Mediterranean sea,Colubraria reticulata,Mollusca
summer,1992,Mediterranean sea,Rissoa scurra,Mollusca
summer,1992,Mediterranean sea,Patella ulyssiponensis,Mollusca
summer,1992,Mediterranean sea,Patella ulyssiponensis,Mollusca
summer,1992,Mediterranean sea,Columbella rustica,Mollusca
summer,1992,Mediterranean sea,Melarhaphe neritoides,Mollusca
summer,1992,Mediterranean sea,Mytilus galloprovincialis,Mollusca
summer,1992,Mediterranean sea,Gibbula umbilicaris,Mollusca
summer,1992,Mediterranean sea,Gibbula varia,Mollusca
summer,1992,Mediterranean sea,Gibbula divaricata,Mollusca
summer,1992,Mediterranean sea,Chiton olivaceus,Mollusca
summer,1992,Mediterranean sea,Stramonita haemastoma,Mollusca
summer,1992,Mediterranean sea,Neverita josephinia,Mollusca
summer,1992,Mediterranean sea,Patella rustica,Mollusca
summer,1992,Mediterranean sea,Alvania cimex,Mollusca
summer,1992,Mediterranean sea,Neopycnodonte cochlear,Mollusca
summer,1992,Mediterranean sea,Ruditapes decussatus,Mollusca
summer,1992,Mediterranean sea,Pusillina lineolata,Mollusca
summer,1992,Mediterranean sea,Rissoa similis,Mollusca
summer,1992,Mediterranean sea,Barbatia barbata,Mollusca
summer,1992,Mediterranean sea,Venus verrucosa,Mollusca
summer,1992,Mediterranean sea,Alvania beanii,Mollusca
summer,1992,Mediterranean sea,Fasciolaria lignaria,Mollusca
summer,1992,Mediterranean sea,Ocinebrina edwardsii,Mollusca
summer,1992,Mediterranean sea,Gibbula adansonii,Mollusca
summer,1992,Mediterranean sea,Gibbula albida,Mollusca
summer,1992,Mediterranean sea,Gibbula racketti,Mollusca
summer,1992,Mediterranean sea,Arca noae,Mollusca
summer,1992,Mediterranean sea,Bittium reticulatum,Mollusca
summer,1992,Mediterranean sea,Ostrea edulis,Mollusca
summer,1992,Mediterranean sea,Patella caerulea,Mollusca
summer,1992,Mediterranean sea,Cardita sulcata,Mollusca
summer,1992,Mediterranean sea,Gibbula rarilineata,Mollusca
summer,1992,Mediterranean sea,Gibbula adriatica,Mollusca
summer,1992,Mediterranean sea,Bittium submamillatum,Mollusca
summer,1992,Mediterranean sea,Lithophaga lithophaga,Mollusca
summer,1992,Mediterranean sea,Chama gryphoides,Mollusca
summer,1992,Mediterranean sea,Arca tetragona,Mollusca
summer,1992,Mediterranean sea,Clanculus cruciatus,Mollusca
summer,1992,Mediterranean sea,Jujubinus striatus,Mollusca
summer,1992,Mediterranean sea,Anomia ephippium,Mollusca
summer,1992,Mediterranean sea,Cerithium vulgatum,Mollusca
summer,1992,Mediterranean sea,Fissurella nubecula,Mollusca
summer,1992,Mediterranean sea,Haliotis tuberculata,Mollusca
summer,1992,Mediterranean sea,Conus mediterraneus,Mollusca
summer,1992,Mediterranean sea,Turritella triplicata,Mollusca
summer,1992,Mediterranean sea,Nassarius reticulatus,Mollusca
summer,1992,Mediterranean sea,Tectura virginea,Mollusca
summer,1992,Mediterranean sea,Monophorus perversus,Mollusca
summer,1992,Mediterranean sea,Clanculus corallinus,Mollusca
summer,1992,Mediterranean sea,Ascobulla fragilis,Mollusca
summer,1992,Mediterranean sea,Chiton olivaceus,Mollusca
summer,1992,Mediterranean sea,Fusinus pulchellus,Mollusca
summer,1992,Mediterranean sea,Acanthocardia tuberculata,Mollusca
summer,1992,Mediterranean sea,Raphitoma densa,Mollusca
summer,1992,Mediterranean sea,Barbatia pulchella,Mollusca
summer,1992,Mediterranean sea,Acanthochitona fascicularis,Mollusca
summer,1992,Mediterranean sea,Stramonita haemastoma,Mollusca
summer,1992,Mediterranean sea,Alvania cimex,Mollusca
summer,1992,Mediterranean sea,Euspira macilenta,Mollusca
summer,1992,Mediterranean sea,Callistochiton pachylasmae,Mollusca
summer,1992,Mediterranean sea,Lima lima,Mollusca
summer,1992,Mediterranean sea,Lucinella divaricata,Mollusca
summer,1992,Mediterranean sea,Folinella excavata,Mollusca
summer,1992,Mediterranean sea,Omalogyra atomus,Mollusca
summer,1992,Mediterranean sea,Petalifera petalifera,Mollusca
summer,1992,Mediterranean sea,Lepidochitona (Lepidochitona) monterosatoi,Mollusca
summer,1992,Mediterranean sea,Retusa umbilicata,Mollusca
summer,1992,Mediterranean sea,Anatoma crispata,Mollusca
summer,1992,Mediterranean sea,Pseudosimnia carnea,Mollusca
summer,1992,Mediterranean sea,Bolma rugosa,Mollusca
summer,1992,Mediterranean sea,Muricopsis cristata,Mollusca
summer,1992,Mediterranean sea,Callochiton septemvalvis,Mollusca
summer,1992,Mediterranean sea,Phyllaplysia lafonti,Mollusca
summer,1992,Mediterranean sea,Clavus maravignae,Mollusca
summer,1992,Mediterranean sea,Potamides conicus,Mollusca
summer,1992,Mediterranean sea,Megastomia conoidea,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Striarca lactea,Mollusca
summer,1992,Mediterranean sea,Emarginula octaviana,Mollusca
summer,1992,Mediterranean sea,Musculus costulatus,Mollusca
summer,1992,Mediterranean sea,Skeneopsis planorbis,Mollusca
summer,1992,Mediterranean sea,Clanculus jussieui,Mollusca
summer,1992,Mediterranean sea,Pinna nobilis,Mollusca
summer,1992,Mediterranean sea,Charonia variegata,Mollusca
summer,1992,Mediterranean sea,Mitromorpha olivoidea,Mollusca
summer,1992,Mediterranean sea,Raphitoma concinna,Mollusca
summer,1992,Mediterranean sea,Janolus cristatus,Mollusca
summer,1992,Mediterranean sea,Peltodoris atromaculata,Mollusca
summer,1992,Mediterranean sea,Peltodoris atromaculata,Mollusca
summer,1992,Mediterranean sea,Metaxia metaxa,Mollusca
summer,1992,Mediterranean sea,Mimachlamys varia,Mollusca
summer,1992,Mediterranean sea,Nassarius lima,Mollusca
summer,1992,Mediterranean sea,Enginella leucozona,Mollusca
summer,1992,Mediterranean sea,Tricolia pullus,Mollusca
summer,1992,Mediterranean sea,Euspira intricata,Mollusca
summer,1992,Mediterranean sea,Manzonia crassa,Mollusca
summer,1992,Mediterranean sea,Emarginula huzardii,Mollusca
summer,1992,Mediterranean sea,Hiatella arctica,Mollusca
summer,1992,Mediterranean sea,Modiolus barbatus,Mollusca
summer,1992,Mediterranean sea,Luria lurida,Mollusca
summer,1992,Mediterranean sea,Luria lurida,Mollusca
summer,1992,Mediterranean sea,Hadriania craticulata,Mollusca
summer,1992,Mediterranean sea,Mangelia vauquelini,Mollusca
summer,1992,Mediterranean sea,Flabellina lineata,Mollusca
summer,1992,Mediterranean sea,Vexillum granum,Mollusca
summer,1992,Mediterranean sea,Epitonium clathrus,Mollusca
summer,1992,Mediterranean sea,Haedropleura septangularis,Mollusca
summer,1992,Mediterranean sea,Jujubinus exasperatus,Mollusca
summer,1992,Mediterranean sea,Truncatella subcylindrica,Mollusca
summer,1992,Mediterranean sea,Buccinulum corneum,Mollusca
summer,1992,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
summer,1992,Mediterranean sea,Mangelia attenuata,Mollusca
summer,1992,Mediterranean sea,Trapania maculata,Mollusca
summer,1992,Mediterranean sea,Myrtea spinifera,Mollusca
summer,1992,Mediterranean sea,Acanthocardia aculeata,Mollusca
summer,1992,Mediterranean sea,Crisilla semistriata,Mollusca
summer,1992,Mediterranean sea,Octopus vulgaris,Mollusca
summer,1992,Mediterranean sea,Anomia ephippium,Mollusca
summer,1992,Mediterranean sea,Turbonilla lactea,Mollusca
summer,1992,Mediterranean sea,Pleurobranchus membranaceus,Mollusca
summer,1992,Mediterranean sea,Alvania discors,Mollusca
summer,1992,Mediterranean sea,Irus irus,Mollusca
summer,1992,Mediterranean sea,Polycera quadrilineata,Mollusca
summer,1992,Mediterranean sea,Haliotis tuberculata,Mollusca
summer,1992,Mediterranean sea,Erato voluta,Mollusca
summer,1992,Mediterranean sea,Melanella polita,Mollusca
summer,1992,Mediterranean sea,Asperarca nodulosa,Mollusca
summer,1992,Mediterranean sea,Caecum trachea,Mollusca
summer,1992,Mediterranean sea,Cerithium vulgatum,Mollusca
summer,1992,Mediterranean sea,Raphitoma echinata,Mollusca
summer,1992,Mediterranean sea,Conus mediterraneus,Mollusca
summer,1992,Mediterranean sea,Felimare picta,Mollusca
summer,1992,Mediterranean sea,Homalopoma sanguineum,Mollusca
summer,1992,Mediterranean sea,Pusillina radiata,Mollusca
summer,1992,Mediterranean sea,Philine catena,Mollusca
summer,1992,Mediterranean sea,Limatula subovata,Mollusca
summer,1992,Mediterranean sea,Limapontia capitata,Mollusca
summer,1992,Mediterranean sea,Pseudotorinia architae,Mollusca
summer,1992,Mediterranean sea,Arca tetragona,Mollusca
summer,1992,Mediterranean sea,Gibbula magus,Mollusca
summer,1992,Mediterranean sea,Paradoris indecora,Mollusca
summer,1992,Mediterranean sea,Spondylus gaederopus,Mollusca
summer,1992,Mediterranean sea,Lentidium mediterraneum,Mollusca
summer,1992,Mediterranean sea,Fasciolaria lignaria,Mollusca
summer,1992,Mediterranean sea,Vexillum ebenus,Mollusca
summer,1992,Mediterranean sea,Gibbula adansonii,Mollusca
summer,1992,Mediterranean sea,Benthonella tenella,Mollusca
summer,1992,Mediterranean sea,Rissoina bruguieri,Mollusca
summer,1992,Mediterranean sea,Umbraculum umbraculum,Mollusca
summer,1992,Mediterranean sea,Chrysallida doliolum,Mollusca
summer,1992,Mediterranean sea,Ostrea edulis,Mollusca
summer,1992,Mediterranean sea,Flabellina affinis,Mollusca
summer,1992,Mediterranean sea,Sepia officinalis,Mollusca
summer,1992,Mediterranean sea,Dosinia exoleta,Mollusca
summer,1992,Mediterranean sea,Bittium latreillii,Mollusca
summer,1992,Mediterranean sea,Raphitoma leufroyi,Mollusca
summer,1992,Mediterranean sea,Gibbomodiola adriatica,Mollusca
summer,1992,Mediterranean sea,Alvania aspera,Mollusca
summer,1992,Mediterranean sea,Alvania mamillata,Mollusca
summer,1992,Mediterranean sea,Haminoea navicula,Mollusca
summer,1992,Mediterranean sea,Setia turriculata,Mollusca
summer,1992,Mediterranean sea,Emarginula adriatica,Mollusca
summer,1992,Mediterranean sea,Ocinebrina aciculata,Mollusca
summer,1992,Mediterranean sea,Lithophaga lithophaga,Mollusca
summer,1992,Mediterranean sea,Vexillum tricolor,Mollusca
summer,1992,Mediterranean sea,Bittium latreillii,Mollusca
summer,1992,Mediterranean sea,Chrysallida doliolum,Mollusca
summer,1992,Mediterranean sea,Ostrea edulis,Mollusca
summer,1992,Mediterranean sea,Benthonella tenella,Mollusca
summer,1992,Mediterranean sea,Dosinia exoleta,Mollusca
summer,1992,Mediterranean sea,Umbraculum umbraculum,Mollusca
summer,1992,Mediterranean sea,Rissoina bruguieri,Mollusca
summer,1992,Mediterranean sea,Gibbula adansonii,Mollusca
summer,1992,Mediterranean sea,Alvania mamillata,Mollusca
summer,1992,Mediterranean sea,Alvania aspera,Mollusca
summer,1992,Mediterranean sea,Gibbomodiola adriatica,Mollusca
summer,1992,Mediterranean sea,Raphitoma leufroyi,Mollusca
summer,1992,Mediterranean sea,Setia turriculata,Mollusca
summer,1992,Mediterranean sea,Vexillum tricolor,Mollusca
summer,1992,Mediterranean sea,Lithophaga lithophaga,Mollusca
summer,1992,Mediterranean sea,Haminoea navicula,Mollusca
summer,1992,Mediterranean sea,Chama gryphoides,Mollusca
summer,1992,Mediterranean sea,Conus mediterraneus,Mollusca
summer,1992,Mediterranean sea,Felimare picta,Mollusca
summer,1992,Mediterranean sea,Raphitoma echinata,Mollusca
summer,1992,Mediterranean sea,Erato voluta,Mollusca
summer,1992,Mediterranean sea,Cerithium vulgatum,Mollusca
summer,1992,Mediterranean sea,Asperarca nodulosa,Mollusca
summer,1992,Mediterranean sea,Anomia ephippium,Mollusca
summer,1992,Mediterranean sea,Melanella polita,Mollusca
summer,1992,Mediterranean sea,Retusa truncatula,Mollusca
summer,1992,Mediterranean sea,Alvania discors,Mollusca
summer,1992,Mediterranean sea,Pleurobranchus membranaceus,Mollusca
summer,1992,Mediterranean sea,Irus irus,Mollusca
summer,1992,Mediterranean sea,Rissoa lilacina,Mollusca
summer,1992,Mediterranean sea,Turbonilla lactea,Mollusca
summer,1992,Mediterranean sea,Caecum trachea,Mollusca
summer,1992,Mediterranean sea,Haliotis tuberculata,Mollusca
summer,1992,Mediterranean sea,Pseudotorinia architae,Mollusca
summer,1992,Mediterranean sea,Limatula subovata,Mollusca
summer,1992,Mediterranean sea,Philine catena,Mollusca
summer,1992,Mediterranean sea,Pusillina radiata,Mollusca
summer,1992,Mediterranean sea,Rissoa violacea,Mollusca
summer,1992,Mediterranean sea,Marshallora adversa,Mollusca
summer,1992,Mediterranean sea,Clanculus cruciatus,Mollusca
summer,1992,Mediterranean sea,Homalopoma sanguineum,Mollusca
summer,1992,Mediterranean sea,Arca tetragona,Mollusca
summer,1992,Mediterranean sea,Lepidochitona (Lepidochitona) cinerea,Mollusca
summer,1992,Mediterranean sea,Paradoris indecora,Mollusca
summer,1992,Mediterranean sea,Gibbula magus,Mollusca
summer,1992,Mediterranean sea,Megastomia conoidea,Mollusca
summer,1992,Mediterranean sea,Potamides conicus,Mollusca
summer,1992,Mediterranean sea,Bittium lacteum,Mollusca
summer,1992,Mediterranean sea,Emarginula octaviana,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Nassarius lima,Mollusca
summer,1992,Mediterranean sea,Metaxia metaxa,Mollusca
summer,1992,Mediterranean sea,Peltodoris atromaculata,Mollusca
summer,1992,Mediterranean sea,Mimachlamys varia,Mollusca
summer,1992,Mediterranean sea,Mitromorpha olivoidea,Mollusca
